<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.01	00:00:00	0.74961	0.75003	0.74937	0.74995	539	0	9
2021.07.01	01:00:00	0.74995	0.75013	0.74983	0.74987	517	0	3
2021.07.01	02:00:00	0.74986	0.75009	0.74968	0.74972	480	0	3
2021.07.01	03:00:00	0.74972	0.74973	0.74848	0.74854	1345	0	3
2021.07.01	04:00:00	0.74855	0.74900	0.74849	0.74894	1188	0	3
2021.07.01	05:00:00	0.74894	0.74922	0.74868	0.74913	1321	0	3
2021.07.01	06:00:00	0.74911	0.74923	0.74869	0.74914	995	0	3
2021.07.01	07:00:00	0.74915	0.74929	0.74877	0.74888	670	0	3
2021.07.01	08:00:00	0.74888	0.74894	0.74813	0.74826	919	0	3
2021.07.01	09:00:00	0.74826	0.74866	0.74757	0.74852	2233	0	3
2021.07.01	10:00:00	0.74852	0.75039	0.74823	0.74942	2986	0	3
2021.07.01	11:00:00	0.74942	0.74970	0.74850	0.74865	2609	0	3
2021.07.01	12:00:00	0.74864	0.74930	0.74828	0.74883	2556	0	3
2021.07.01	13:00:00	0.74883	0.74895	0.74780	0.74891	3014	0	3
2021.07.01	14:00:00	0.74891	0.75023	0.74881	0.75019	2605	0	3
2021.07.01	15:00:00	0.75019	0.75069	0.74971	0.75042	3379	0	3
2021.07.01	16:00:00	0.75043	0.75078	0.74940	0.75006	3951	0	3
2021.07.01	17:00:00	0.75006	0.75039	0.74742	0.74793	5174	0	3
2021.07.01	18:00:00	0.74791	0.74811	0.74620	0.74713	3314	0	3
2021.07.01	19:00:00	0.74713	0.74759	0.74672	0.74682	2040	0	3
2021.07.01	20:00:00	0.74679	0.74737	0.74624	0.74628	1778	0	3
2021.07.01	21:00:00	0.74628	0.74669	0.74600	0.74600	1385	0	3
2021.07.01	22:00:00	0.74601	0.74668	0.74600	0.74663	879	0	3
2021.07.01	23:00:00	0.74660	0.74721	0.74637	0.74693	616	0	3
2021.07.02	00:00:00	0.74680	0.74698	0.74569	0.74680	514	0	12
2021.07.02	01:00:00	0.74682	0.74697	0.74638	0.74679	658	0	3
2021.07.02	02:00:00	0.74678	0.74684	0.74629	0.74653	623	0	3
2021.07.02	03:00:00	0.74653	0.74689	0.74628	0.74629	1165	0	3
2021.07.02	04:00:00	0.74629	0.74680	0.74603	0.74619	1481	0	3
2021.07.02	05:00:00	0.74619	0.74646	0.74603	0.74630	1065	0	3
2021.07.02	06:00:00	0.74630	0.74647	0.74621	0.74634	728	0	3
2021.07.02	07:00:00	0.74634	0.74685	0.74632	0.74664	562	0	3
2021.07.02	08:00:00	0.74664	0.74707	0.74651	0.74661	943	0	3
2021.07.02	09:00:00	0.74660	0.74687	0.74591	0.74618	1525	0	3
2021.07.02	10:00:00	0.74618	0.74621	0.74500	0.74524	2554	0	3
2021.07.02	11:00:00	0.74524	0.74638	0.74506	0.74527	2343	0	3
2021.07.02	12:00:00	0.74527	0.74563	0.74489	0.74498	2165	0	3
2021.07.02	13:00:00	0.74498	0.74660	0.74490	0.74631	1613	0	3
2021.07.02	14:00:00	0.74627	0.74676	0.74617	0.74637	1989	0	3
2021.07.02	15:00:00	0.74637	0.74919	0.74441	0.74891	7462	0	3
2021.07.02	16:00:00	0.74891	0.74962	0.74791	0.74912	6454	0	3
2021.07.02	17:00:00	0.74915	0.74977	0.74822	0.74910	4850	0	3
2021.07.02	18:00:00	0.74912	0.75009	0.74876	0.74973	2422	0	3
2021.07.02	19:00:00	0.74973	0.75010	0.74929	0.75005	1429	0	3
2021.07.02	20:00:00	0.75003	0.75264	0.74973	0.75254	1196	0	3
2021.07.02	21:00:00	0.75254	0.75327	0.75250	0.75295	1356	0	3
2021.07.02	22:00:00	0.75294	0.75295	0.75258	0.75280	817	0	3
2021.07.02	23:00:00	0.75280	0.75302	0.75240	0.75255	637	0	3
2021.07.05	00:00:00	0.75172	0.75249	0.75153	0.75242	362	0	21
2021.07.05	01:00:00	0.75242	0.75288	0.75193	0.75198	706	0	3
2021.07.05	02:00:00	0.75202	0.75242	0.75176	0.75180	1029	0	3
2021.07.05	03:00:00	0.75182	0.75188	0.75120	0.75144	1690	0	3
2021.07.05	04:00:00	0.75147	0.75208	0.75091	0.75184	2019	0	3
2021.07.05	05:00:00	0.75184	0.75190	0.75128	0.75177	1140	0	3
2021.07.05	06:00:00	0.75178	0.75234	0.75113	0.75119	1007	0	3
2021.07.05	07:00:00	0.75119	0.75175	0.75089	0.75166	743	0	3
2021.07.05	08:00:00	0.75166	0.75203	0.75105	0.75120	1108	0	3
2021.07.05	09:00:00	0.75120	0.75266	0.75098	0.75256	2080	0	3
2021.07.05	10:00:00	0.75256	0.75316	0.75162	0.75293	2788	0	3
2021.07.05	11:00:00	0.75294	0.75364	0.75272	0.75320	1818	0	3
2021.07.05	12:00:00	0.75319	0.75372	0.75298	0.75334	1705	0	3
2021.07.05	13:00:00	0.75336	0.75360	0.75260	0.75321	1493	0	3
2021.07.05	14:00:00	0.75321	0.75368	0.75291	0.75305	1179	0	3
2021.07.05	15:00:00	0.75305	0.75321	0.75243	0.75261	1933	0	3
2021.07.05	16:00:00	0.75259	0.75291	0.75228	0.75262	1859	0	3
2021.07.05	17:00:00	0.75262	0.75305	0.75173	0.75300	1377	0	3
2021.07.05	18:00:00	0.75301	0.75329	0.75287	0.75316	1594	0	3
2021.07.05	19:00:00	0.75315	0.75339	0.75305	0.75333	1097	0	3
2021.07.05	20:00:00	0.75333	0.75333	0.75280	0.75293	1027	0	3
2021.07.05	21:00:00	0.75293	0.75341	0.75278	0.75313	3403	0	3
2021.07.05	22:00:00	0.75313	0.75334	0.75297	0.75320	948	0	8
2021.07.05	23:00:00	0.75320	0.75322	0.75262	0.75284	799	0	11
2021.07.06	00:00:00	0.75247	0.75331	0.75247	0.75287	323	0	12
2021.07.06	01:00:00	0.75288	0.75476	0.75285	0.75451	1034	0	3
2021.07.06	02:00:00	0.75451	0.75461	0.75390	0.75404	871	0	3
2021.07.06	03:00:00	0.75402	0.75485	0.75375	0.75419	1042	0	3
2021.07.06	04:00:00	0.75419	0.75515	0.75390	0.75510	1411	0	3
2021.07.06	05:00:00	0.75509	0.75599	0.75504	0.75590	1289	0	3
2021.07.06	06:00:00	0.75588	0.75689	0.75569	0.75676	1431	0	3
2021.07.06	07:00:00	0.75676	0.75715	0.75436	0.75600	2239	0	3
2021.07.06	08:00:00	0.75600	0.75767	0.75598	0.75767	1500	0	3
2021.07.06	09:00:00	0.75767	0.75988	0.75736	0.75906	3368	0	3
2021.07.06	10:00:00	0.75906	0.75908	0.75767	0.75797	3373	0	3
2021.07.06	11:00:00	0.75796	0.75815	0.75700	0.75792	2901	0	3
2021.07.06	12:00:00	0.75791	0.75812	0.75670	0.75778	2482	0	3
2021.07.06	13:00:00	0.75778	0.75852	0.75739	0.75742	2156	0	3
2021.07.06	14:00:00	0.75742	0.75807	0.75714	0.75740	2112	0	3
2021.07.06	15:00:00	0.75741	0.75803	0.75639	0.75658	2920	0	3
2021.07.06	16:00:00	0.75654	0.75671	0.75421	0.75445	4513	0	3
2021.07.06	17:00:00	0.75461	0.75471	0.74903	0.75007	7181	0	3
2021.07.06	18:00:00	0.75008	0.75077	0.74870	0.74977	3587	0	3
2021.07.06	19:00:00	0.74976	0.74979	0.74808	0.74865	3361	0	3
2021.07.06	20:00:00	0.74865	0.74957	0.74843	0.74951	1984	0	3
