<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.02	0.70109	0.70443	0.69807	0.69838	54964	0	5
2019.01.03	0.69832	0.70185	0.67125	0.70045	88062	0	8
2019.01.04	0.70045	0.71237	0.69926	0.71166	63230	0	6
2019.01.07	0.71132	0.71488	0.71081	0.71469	48705	0	7
2019.01.08	0.71468	0.71486	0.71156	0.71386	55050	0	9
2019.01.09	0.71382	0.71936	0.71338	0.71693	66590	0	5
2019.01.10	0.71693	0.71974	0.71457	0.71844	66787	0	5
2019.01.11	0.71844	0.72343	0.71820	0.72126	56983	0	5
2019.01.14	0.72086	0.72169	0.71746	0.71944	43565	0	7
2019.01.15	0.71953	0.72249	0.71791	0.72003	51715	0	7
2019.01.16	0.72011	0.72113	0.71609	0.71666	41741	0	7
2019.01.17	0.71665	0.72206	0.71459	0.71921	48550	0	9
2019.01.18	0.71910	0.72140	0.71591	0.71593	43290	0	8
2019.01.21	0.71635	0.71811	0.71392	0.71573	42972	0	8
2019.01.22	0.71571	0.71595	0.71151	0.71219	40463	0	8
2019.01.23	0.71195	0.71434	0.71169	0.71410	41150	0	8
2019.01.24	0.71399	0.71658	0.70800	0.70931	55655	0	8
2019.01.25	0.70903	0.71843	0.70751	0.71762	52320	0	7
2019.01.28	0.71748	0.72030	0.71597	0.71644	37114	0	7
2019.01.29	0.71645	0.71754	0.71370	0.71536	44648	0	5
2019.01.30	0.71549	0.72721	0.71483	0.72465	62219	0	9
2019.01.31	0.72468	0.72945	0.72411	0.72729	60204	0	7
2019.02.01	0.72740	0.72835	0.72359	0.72451	52830	0	8
2019.02.04	0.72454	0.72532	0.72105	0.72239	41349	0	8
2019.02.05	0.72246	0.72637	0.71928	0.72333	45888	0	8
2019.02.06	0.72339	0.72447	0.71027	0.71037	55456	0	6
2019.02.07	0.71062	0.71167	0.70885	0.70999	48151	0	6
2019.02.08	0.70964	0.71030	0.70596	0.70878	45496	0	8
