<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	108.705	108.864	108.210	108.566	24641	0	3
2020.01.03	108.555	108.627	107.839	108.101	53832	0	3
2020.01.06	107.884	108.504	107.769	108.365	44768	0	3
2020.01.07	108.362	108.628	108.259	108.439	42804	0	3
2020.01.08	108.439	109.243	107.647	109.103	82424	0	3
2020.01.09	109.103	109.580	109.010	109.514	40914	0	3
2020.01.10	109.513	109.688	109.432	109.500	30309	0	2
2020.01.13	109.520	109.944	109.501	109.942	23776	0	3
2020.01.14	109.939	110.212	109.850	109.982	36033	0	3
2020.01.15	109.973	110.008	109.788	109.892	31717	0	3
2020.01.16	109.883	110.178	109.848	110.151	27494	0	3
2020.01.17	110.136	110.287	110.046	110.161	26920	0	3
2020.01.20	110.105	110.215	110.102	110.178	18702	0	3
2020.01.21	110.178	110.220	109.760	109.859	34700	0	3
2020.01.22	109.857	110.099	109.827	109.834	31492	0	3
2020.01.23	109.829	109.860	109.264	109.485	41211	0	3
2020.01.24	109.485	109.650	109.170	109.278	38021	0	3
2020.01.27	108.968	109.135	108.729	108.883	58413	0	3
2020.01.28	108.884	109.200	108.754	109.137	41155	0	3
2020.01.29	109.137	109.264	108.974	109.009	38602	0	3
2020.01.30	109.009	109.064	108.579	108.949	60894	0	3
2020.01.31	108.950	109.134	108.305	108.346	58477	0	3
2020.02.03	108.431	108.797	108.311	108.667	53147	0	3
2020.02.04	108.680	109.543	108.547	109.518	44163	0	3
2020.02.05	109.517	109.842	109.302	109.815	49739	0	3
2020.02.06	109.814	110.005	109.747	109.986	38165	0	3
2020.02.07	109.985	110.020	109.531	109.776	50008	0	3
2020.02.10	109.685	109.876	109.559	109.771	43537	0	3
2020.02.11	109.765	109.961	109.729	109.782	32682	0	3
2020.02.12	109.781	110.134	109.756	110.097	36209	0	3
2020.02.13	110.095	110.095	109.616	109.815	52416	0	3
2020.02.14	109.787	109.910	109.696	109.772	36355	0	3
2020.02.17	109.803	109.960	109.717	109.871	25100	0	3
2020.02.18	109.866	109.946	109.655	109.866	43546	0	3
2020.02.19	109.866	111.589	109.834	111.362	43096	0	3
2020.02.20	111.356	112.225	111.110	112.071	70874	0	2
2020.02.21	112.072	112.185	111.469	111.566	65348	0	3
2020.02.24	111.315	111.681	110.330	110.708	87480	0	3
2020.02.25	110.697	111.039	109.888	110.190	118392	0	3
2020.02.26	110.189	110.699	110.128	110.419	125799	0	3
2020.02.27	110.418	110.453	109.565	109.576	143550	0	3
2020.02.28	109.574	109.678	107.506	108.062	173521	0	2
2020.03.02	107.513	108.576	107.361	108.292	147329	0	1
2020.03.03	108.336	108.532	106.929	107.127	139112	0	3
2020.03.04	107.129	107.687	106.842	107.514	120312	0	2
2020.03.05	107.515	107.739	105.964	106.150	110098	0	1
2020.03.06	106.149	106.340	104.992	105.348	154579	0	3
2020.03.09	104.425	104.580	101.177	102.262	212682	0	3
2020.03.10	102.262	105.914	102.001	105.245	250197	0	8
2020.03.11	105.245	105.374	104.088	104.429	188718	0	1
2020.03.12	104.429	106.100	103.089	104.829	209575	0	1
2020.03.13	104.820	108.496	104.503	107.998	229165	0	0
2020.03.16	106.906	107.564	105.137	105.877	234339	0	0
2020.03.17	105.882	107.861	105.879	107.632	325683	0	0
2020.03.18	107.632	108.651	106.751	108.016	306898	0	0
2020.03.19	108.013	110.954	107.973	110.834	323517	0	0
2020.03.20	110.834	111.504	109.326	110.854	254031	0	0
2020.03.23	110.779	111.596	109.663	111.227	245980	0	0
2020.03.24	111.227	111.711	110.081	111.288	215805	0	0
2020.03.25	111.288	111.676	110.752	111.133	222961	0	0
2020.03.26	111.133	111.241	109.204	109.405	220524	0	0
2020.03.27	109.400	109.472	107.756	107.975	174056	0	0
2020.03.30	107.676	108.293	107.120	107.700	149146	0	0
2020.03.31	107.693	108.725	107.458	107.485	155729	0	0
2020.04.01	107.547	107.936	106.918	107.152	127628	0	0
2020.04.02	107.150	108.091	107.013	107.857	132050	0	0
2020.04.03	107.857	108.676	107.797	108.456	111211	0	0
2020.04.06	108.346	109.379	108.339	109.211	128896	0	0
2020.04.07	109.216	109.276	108.668	108.738	124052	0	0
2020.04.08	108.741	109.095	108.502	108.812	106411	0	0
2020.04.09	108.812	109.062	108.206	108.411	99367	0	0
2020.04.10	108.408	108.587	108.327	108.421	32025	0	0
2020.04.13	108.421	108.524	107.499	107.750	123621	0	0
2020.04.14	107.748	107.761	106.978	107.206	104971	0	0
2020.04.15	107.203	107.868	106.925	107.425	128546	0	0
2020.04.16	107.422	108.081	107.162	107.916	141544	0	0
2020.04.17	107.920	108.084	107.297	107.551	146951	0	0
2020.04.20	107.396	107.946	107.390	107.606	94970	0	0
2020.04.21	107.612	107.891	107.279	107.758	126364	0	0
2020.04.22	107.784	107.937	107.513	107.735	93498	0	0
2020.04.23	107.743	108.042	107.344	107.556	124251	0	0
2020.04.24	107.564	107.758	107.368	107.487	97221	0	0
2020.04.27	107.541	107.620	106.991	107.206	97628	0	0
2020.04.28	107.176	107.338	106.558	106.859	83909	0	0
2020.04.29	106.857	106.893	106.356	106.607	73409	0	0
2020.04.30	106.600	107.496	106.403	107.130	85270	0	0
2020.05.01	107.118	107.403	106.603	106.914	60304	0	0
2020.05.04	106.776	107.067	106.630	106.674	48716	0	0
2020.05.05	106.671	106.892	106.414	106.486	48089	0	0
2020.05.06	106.471	106.667	105.985	106.068	55080	0	0
2020.05.07	106.059	106.653	105.988	106.248	55464	0	0
2020.05.08	106.240	106.745	106.220	106.682	50828	0	0
2020.05.11	106.502	107.766	106.482	107.601	49965	0	0
2020.05.12	107.594	107.691	107.115	107.115	41231	0	0
2020.05.13	107.109	107.275	106.741	107.014	45490	0	0
2020.05.14	107.020	107.363	106.773	107.234	47269	0	0
2020.05.15	107.234	107.431	106.854	107.164	40562	0	0
2020.05.18	107.083	107.503	107.065	107.295	38611	0	0
2020.05.19	107.290	108.085	107.247	107.695	43475	0	0
2020.05.20	107.688	107.981	107.334	107.484	35141	0	0
2020.05.21	107.382	107.847	107.382	107.598	37274	0	0
2020.05.22	107.582	107.762	107.321	107.607	32409	0	0
2020.05.25	107.557	107.779	107.547	107.655	21242	0	0
2020.05.26	107.649	107.921	107.399	107.504	34982	0	0
2020.05.27	107.484	107.944	107.364	107.730	48380	0	0
2020.05.28	107.697	107.899	107.571	107.614	46864	0	0
2020.05.29	107.599	107.893	107.077	107.785	56851	0	0
2020.06.01	107.674	107.854	107.381	107.580	41746	0	0
2020.06.02	107.578	108.770	107.511	108.659	47838	0	0
2020.06.03	108.655	108.980	108.422	108.892	53657	0	0
2020.06.04	108.869	109.195	108.613	109.137	56876	0	0
2020.06.05	109.134	109.848	109.043	109.587	59252	0	0
2020.06.08	109.547	109.689	108.232	108.422	47285	0	0
2020.06.09	108.421	108.540	107.618	107.743	58494	0	0
2020.06.10	107.744	107.871	106.984	107.110	57666	0	0
2020.06.11	107.083	107.231	106.569	106.857	63584	0	0
2020.06.12	106.859	107.552	106.583	107.348	66543	0	0
2020.06.15	107.291	107.565	106.998	107.328	54728	0	0
2020.06.16	107.327	107.637	107.209	107.321	58442	0	0
2020.06.17	107.310	107.440	106.949	106.997	42534	0	0
2020.06.18	106.998	107.126	106.666	106.970	48819	0	0
