<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.09.23	3322.2	3326.7	3230.9	3236.1	28893	0	1
2020.09.24	3243.3	3277.8	3207.8	3244.8	54595	0	5
2020.09.25	3257.0	3305.8	3216.3	3297.5	37948	0	2
2020.09.28	3306.2	3359.7	3301.7	3351.9	28078	0	6
2020.09.29	3360.2	3372.0	3326.0	3334.0	20813	0	6
2020.09.30	3340.7	3392.9	3300.4	3357.7	52243	0	1
2020.10.01	3363.4	3396.5	3359.1	3380.1	41550	0	6
2020.10.02	3375.4	3383.0	3309.2	3347.5	62907	0	3
2020.10.05	3364.8	3409.3	3356.1	3406.6	26586	0	6
2020.10.06	3404.6	3430.9	3353.4	3359.4	37915	0	6
2020.10.07	3350.9	3425.9	3341.9	3416.4	35345	0	6
2020.10.08	3418.9	3447.3	3416.2	3446.3	28076	0	3
2020.10.09	3462.2	3482.1	3454.1	3476.8	21525	0	6
2020.10.12	3481.1	3550.0	3472.6	3535.5	33647	0	6
2020.10.13	3542.1	3542.6	3500.3	3511.1	49887	0	1
2020.10.14	3513.7	3532.4	3480.9	3488.7	44564	0	6
2020.10.15	3493.8	3494.6	3440.1	3484.3	55036	0	2
2020.10.16	3486.6	3516.3	3479.0	3485.1	34891	0	1
2020.10.19	3484.9	3504.9	3419.5	3428.7	46083	0	6
2020.10.20	3447.1	3477.9	3435.1	3442.4	52770	0	1
2020.10.21	3442.2	3465.9	3428.7	3435.1	56182	0	4
2020.10.22	3441.0	3460.8	3411.4	3455.0	47989	0	2
2020.10.23	3462.1	3470.1	3439.6	3465.9	37207	0	1
2020.10.26	3446.2	3449.7	3363.9	3402.5	55060	0	1
2020.10.27	3406.4	3417.6	3376.3	3376.5	51714	0	1
2020.10.28	3371.6	3377.7	3268.8	3282.6	76865	0	1
2020.10.29	3283.0	3340.6	3258.0	3283.1	78746	0	1
2020.10.30	3284.1	3304.2	3233.5	3286.9	100204	0	1
2020.11.02	3270.3	3331.8	3250.9	3308.8	78163	0	3
2020.11.03	3319.6	3391.1	3312.4	3368.0	59603	0	2
2020.11.04	3395.5	3488.0	3328.1	3443.6	162183	0	2
2020.11.05	3450.2	3530.0	3436.2	3510.8	95014	0	0
2020.11.06	3506.6	3526.1	3463.9	3509.3	86595	0	0
2020.11.09	3538.7	3675.3	3537.1	3552.8	117978	0	1
2020.11.10	3567.7	3569.5	3513.6	3549.3	147376	0	1
2020.11.11	3554.5	3583.6	3537.7	3574.2	80706	0	1
2020.11.12	3578.4	3580.1	3519.3	3539.5	89673	0	1
2020.11.13	3542.5	3595.7	3524.2	3587.0	61540	0	1
2020.11.16	3610.6	3642.2	3602.6	3631.4	53611	0	1
2020.11.17	3633.0	3633.2	3589.6	3612.9	45551	0	1
2020.11.18	3611.8	3627.8	3568.0	3568.0	45224	0	1
2020.11.19	3569.1	3586.8	3546.8	3582.6	54390	0	1
2020.11.20	3556.8	3586.8	3548.8	3558.2	53595	0	1
2020.11.23	3555.8	3592.1	3553.0	3579.1	47532	0	1
2020.11.24	3599.6	3642.8	3592.3	3636.1	51099	0	3
2020.11.25	3642.8	3658.3	3619.9	3630.4	42355	0	4
2020.11.26	3635.8	3642.7	3617.8	3621.8	18809	0	1
2020.11.27	3622.1	3646.3	3616.4	3640.9	26540	0	3
2020.11.30	3651.8	3652.1	3595.4	3624.6	55714	0	4
2020.12.01	3629.2	3679.8	3628.6	3663.3	42478	0	3
2020.12.02	3657.9	3671.9	3645.0	3669.9	38926	0	2
2020.12.03	3669.4	3684.2	3657.1	3669.4	25156	0	1
2020.12.04	3670.6	3700.4	3669.1	3700.3	21189	0	3
2020.12.07	3702.8	3703.8	3673.9	3693.0	24622	0	3
2020.12.08	3684.6	3709.4	3666.2	3703.1	22970	0	3
2020.12.09	3710.2	3715.4	3661.0	3671.5	32891	0	3
2020.12.10	3677.2	3682.8	3647.0	3668.5	44376	0	2
2020.12.11	3672.5	3676.4	3630.5	3664.2	40662	0	2
2020.12.14	3683.6	3701.8	3648.1	3648.6	36827	0	2
2020.12.15	3657.9	3698.7	3646.7	3697.5	27212	0	3
2020.12.16	3695.5	3714.6	3690.7	3703.6	25802	0	2
2020.12.17	3706.2	3727.8	3702.5	3723.6	20149	0	2
2020.12.18	3724.0	3733.7	3688.0	3711.9	30156	0	2
2020.12.21	3717.6	3722.1	3607.1	3696.3	75939	0	2
2020.12.22	3696.1	3705.4	3674.4	3688.6	44858	0	4
2020.12.23	3688.9	3711.9	3661.8	3691.3	34379	0	4
2020.12.24	3695.3	3706.0	3689.2	3701.7	15102	0	3
2020.12.28	3713.8	3742.2	3707.6	3737.9	19500	0	3
2020.12.29	3742.1	3758.1	3725.1	3731.9	21130	0	2
2020.12.30	3730.8	3748.4	3726.8	3735.4	24963	0	4
2020.12.31	3737.2	3762.5	3725.2	3755.0	13952	0	2
