<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.01	00:00:00	0.93160	0.93219	0.93099	0.93143	412	0	24
2021.10.01	01:00:00	0.93142	0.93191	0.93111	0.93180	367	0	8
2021.10.01	02:00:00	0.93183	0.93265	0.93183	0.93258	563	0	1
2021.10.01	03:00:00	0.93258	0.93330	0.93234	0.93308	784	0	1
2021.10.01	04:00:00	0.93309	0.93329	0.93173	0.93175	747	0	0
2021.10.01	05:00:00	0.93175	0.93199	0.93143	0.93185	469	0	0
2021.10.01	06:00:00	0.93185	0.93199	0.93156	0.93179	442	0	0
2021.10.01	07:00:00	0.93180	0.93198	0.93131	0.93154	418	0	0
2021.10.01	08:00:00	0.93154	0.93233	0.93138	0.93206	585	0	0
2021.10.01	09:00:00	0.93207	0.93230	0.92999	0.93013	2475	0	0
2021.10.01	10:00:00	0.93014	0.93213	0.93001	0.93186	2992	0	0
2021.10.01	11:00:00	0.93186	0.93211	0.93134	0.93191	2231	0	0
2021.10.01	12:00:00	0.93192	0.93306	0.93151	0.93293	2525	0	0
2021.10.01	13:00:00	0.93295	0.93375	0.93235	0.93272	2680	0	0
2021.10.01	14:00:00	0.93272	0.93273	0.93035	0.93043	2584	0	0
2021.10.01	15:00:00	0.93042	0.93048	0.92834	0.92841	3978	0	0
2021.10.01	16:00:00	0.92840	0.92962	0.92816	0.92894	4231	0	0
2021.10.01	17:00:00	0.92922	0.93088	0.92886	0.92988	5605	0	0
2021.10.01	18:00:00	0.92988	0.93078	0.92922	0.92989	3321	0	0
2021.10.01	19:00:00	0.92989	0.93015	0.92942	0.92980	1346	0	0
2021.10.01	20:00:00	0.92980	0.93016	0.92962	0.92970	881	0	1
2021.10.01	21:00:00	0.92970	0.93016	0.92946	0.93011	879	0	2
2021.10.01	22:00:00	0.93011	0.93097	0.93009	0.93019	879	0	3
2021.10.01	23:00:00	0.93019	0.93066	0.92998	0.93043	602	0	4
2021.10.04	00:00:00	0.93040	0.93040	0.92869	0.92946	246	0	33
2021.10.04	01:00:00	0.92947	0.93008	0.92933	0.92976	910	0	9
2021.10.04	02:00:00	0.92976	0.92988	0.92930	0.92960	314	0	4
2021.10.04	03:00:00	0.92965	0.93027	0.92904	0.93003	1171	0	0
2021.10.04	04:00:00	0.93003	0.93071	0.92989	0.93045	562	0	0
2021.10.04	05:00:00	0.93045	0.93072	0.93019	0.93072	372	0	0
2021.10.04	06:00:00	0.93074	0.93111	0.93056	0.93078	412	0	0
2021.10.04	07:00:00	0.93078	0.93088	0.93043	0.93088	390	0	0
2021.10.04	08:00:00	0.93084	0.93104	0.93043	0.93057	568	0	0
2021.10.04	09:00:00	0.93060	0.93077	0.92958	0.93002	1510	0	0
2021.10.04	10:00:00	0.93002	0.93080	0.93001	0.93010	3054	0	0
2021.10.04	11:00:00	0.93010	0.93025	0.92888	0.92904	2588	0	0
2021.10.04	12:00:00	0.92903	0.92911	0.92858	0.92901	1874	0	0
2021.10.04	13:00:00	0.92901	0.92919	0.92795	0.92812	1589	0	0
2021.10.04	14:00:00	0.92812	0.92820	0.92599	0.92603	2260	0	0
2021.10.04	15:00:00	0.92603	0.92614	0.92420	0.92501	2467	0	0
2021.10.04	16:00:00	0.92501	0.92537	0.92452	0.92462	2723	0	0
2021.10.04	17:00:00	0.92463	0.92500	0.92304	0.92380	3750	0	0
2021.10.04	18:00:00	0.92380	0.92515	0.92321	0.92481	2163	0	0
2021.10.04	19:00:00	0.92481	0.92533	0.92425	0.92452	1128	0	0
2021.10.04	20:00:00	0.92452	0.92505	0.92435	0.92488	1125	0	1
2021.10.04	21:00:00	0.92488	0.92500	0.92446	0.92451	773	0	1
2021.10.04	22:00:00	0.92451	0.92502	0.92416	0.92422	818	0	1
2021.10.04	23:00:00	0.92423	0.92483	0.92410	0.92473	584	0	3
2021.10.05	00:00:00	0.92443	0.92526	0.92390	0.92395	301	0	47
2021.10.05	01:00:00	0.92402	0.92458	0.92391	0.92458	512	0	8
