<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.01	00:00:00	1.37816	1.37841	1.37711	1.37805	638	0	20
2021.04.01	01:00:00	1.37805	1.37869	1.37767	1.37821	687	0	8
2021.04.01	02:00:00	1.37828	1.37856	1.37787	1.37852	977	0	7
2021.04.01	03:00:00	1.37852	1.37895	1.37763	1.37877	2870	0	11
2021.04.01	04:00:00	1.37877	1.37899	1.37786	1.37856	2240	0	6
2021.04.01	05:00:00	1.37852	1.37903	1.37796	1.37832	2034	0	5
2021.04.01	06:00:00	1.37832	1.37886	1.37792	1.37809	2163	0	11
2021.04.01	07:00:00	1.37805	1.37824	1.37647	1.37668	2339	0	11
2021.04.01	08:00:00	1.37666	1.37671	1.37559	1.37624	2752	0	11
2021.04.01	09:00:00	1.37620	1.37703	1.37531	1.37622	3677	0	11
2021.04.01	10:00:00	1.37621	1.37876	1.37458	1.37852	5067	0	11
2021.04.01	11:00:00	1.37852	1.37957	1.37749	1.37753	4548	0	11
2021.04.01	12:00:00	1.37753	1.37854	1.37674	1.37711	3968	0	11
2021.04.01	13:00:00	1.37710	1.37773	1.37580	1.37757	2744	0	11
2021.04.01	14:00:00	1.37756	1.37875	1.37709	1.37851	3577	0	11
2021.04.01	15:00:00	1.37855	1.37957	1.37814	1.37909	4874	0	11
2021.04.01	16:00:00	1.37909	1.38255	1.37901	1.38145	5547	0	11
2021.04.01	17:00:00	1.38145	1.38280	1.38072	1.38192	5091	0	11
2021.04.01	18:00:00	1.38190	1.38338	1.38182	1.38234	3052	0	11
2021.04.01	19:00:00	1.38230	1.38360	1.38175	1.38175	1605	0	9
2021.04.01	20:00:00	1.38175	1.38274	1.38173	1.38216	1562	0	5
2021.04.01	21:00:00	1.38216	1.38340	1.38206	1.38305	1355	0	3
2021.04.01	22:00:00	1.38305	1.38357	1.38255	1.38327	891	0	2
2021.04.01	23:00:00	1.38328	1.38351	1.38271	1.38316	899	0	4
2021.04.02	00:00:00	1.38320	1.38339	1.38274	1.38275	336	0	21
2021.04.02	01:00:00	1.38277	1.38369	1.38277	1.38363	599	0	11
2021.04.02	02:00:00	1.38354	1.38374	1.38303	1.38326	508	0	4
2021.04.02	03:00:00	1.38326	1.38451	1.38326	1.38408	2000	0	8
2021.04.02	04:00:00	1.38405	1.38418	1.38326	1.38336	1189	0	4
2021.04.02	05:00:00	1.38336	1.38430	1.38333	1.38430	1123	0	6
2021.04.02	06:00:00	1.38430	1.38493	1.38406	1.38444	778	0	4
2021.04.02	07:00:00	1.38442	1.38467	1.38413	1.38453	1110	0	7
2021.04.02	08:00:00	1.38447	1.38514	1.38411	1.38458	866	0	7
2021.04.02	09:00:00	1.38459	1.38471	1.38401	1.38426	677	0	5
2021.04.02	10:00:00	1.38426	1.38426	1.38321	1.38376	1280	0	7
2021.04.02	11:00:00	1.38376	1.38411	1.38336	1.38346	1493	0	7
2021.04.02	12:00:00	1.38345	1.38361	1.38298	1.38340	1053	0	4
2021.04.02	13:00:00	1.38336	1.38403	1.38334	1.38376	740	0	6
2021.04.02	14:00:00	1.38377	1.38396	1.38265	1.38288	1023	0	5
2021.04.02	15:00:00	1.38288	1.38421	1.38096	1.38326	1430	0	7
2021.04.02	16:00:00	1.38327	1.38331	1.38128	1.38297	1664	0	6
2021.04.02	17:00:00	1.38297	1.38298	1.38131	1.38265	892	0	5
2021.04.02	18:00:00	1.38265	1.38266	1.38140	1.38211	3778	0	6
2021.04.02	19:00:00	1.38205	1.38225	1.38141	1.38189	3818	0	15
2021.04.02	20:00:00	1.38190	1.38300	1.38165	1.38208	10221	0	18
2021.04.02	21:00:00	1.38208	1.38250	1.38163	1.38237	12082	0	60
2021.04.02	22:00:00	1.38235	1.38335	1.38174	1.38311	9144	0	28
2021.04.02	23:00:00	1.38311	1.38319	1.38134	1.38311	1507	0	57
2021.04.05	00:00:00	1.38104	1.38338	1.38104	1.38229	293	0	48
2021.04.05	01:00:00	1.38204	1.38313	1.38161	1.38222	1156	0	14
2021.04.05	02:00:00	1.38213	1.38314	1.38165	1.38305	670	0	8
2021.04.05	03:00:00	1.38284	1.38348	1.38217	1.38288	837	0	4
2021.04.05	04:00:00	1.38277	1.38426	1.38270	1.38399	1360	0	5
2021.04.05	05:00:00	1.38392	1.38409	1.38327	1.38346	1317	0	4
2021.04.05	06:00:00	1.38347	1.38395	1.38326	1.38362	1317	0	6
2021.04.05	07:00:00	1.38361	1.38371	1.38260	1.38267	1697	0	8
2021.04.05	08:00:00	1.38266	1.38286	1.38170	1.38193	2254	0	7
2021.04.05	09:00:00	1.38193	1.38332	1.38124	1.38314	1465	0	7
2021.04.05	10:00:00	1.38314	1.38395	1.38198	1.38372	1828	0	6
2021.04.05	11:00:00	1.38371	1.38679	1.38357	1.38610	2213	0	6
2021.04.05	12:00:00	1.38611	1.38642	1.38536	1.38549	1639	0	7
2021.04.05	13:00:00	1.38553	1.38643	1.38528	1.38634	1230	0	6
2021.04.05	14:00:00	1.38632	1.38702	1.38608	1.38630	2161	0	4
2021.04.05	15:00:00	1.38638	1.38797	1.38616	1.38762	3087	0	7
2021.04.05	16:00:00	1.38763	1.39005	1.38729	1.38950	3819	0	11
2021.04.05	17:00:00	1.38950	1.39043	1.38915	1.38934	4171	0	11
2021.04.05	18:00:00	1.38934	1.39130	1.38893	1.39059	2903	0	6
2021.04.05	19:00:00	1.39056	1.39059	1.38977	1.39020	1559	0	5
2021.04.05	20:00:00	1.39020	1.39069	1.38987	1.39038	1468	0	6
2021.04.05	21:00:00	1.39039	1.39060	1.39003	1.39034	1697	0	11
2021.04.05	22:00:00	1.39034	1.39065	1.38992	1.39042	1133	0	11
2021.04.05	23:00:00	1.39042	1.39067	1.38981	1.38986	1058	0	3
2021.04.06	00:00:00	1.38986	1.39092	1.38943	1.39056	1149	0	28
2021.04.06	01:00:00	1.39056	1.39148	1.39039	1.39116	385	0	9
2021.04.06	02:00:00	1.39120	1.39145	1.39090	1.39120	724	0	8
2021.04.06	03:00:00	1.39116	1.39144	1.39009	1.39027	1983	0	11
2021.04.06	04:00:00	1.39026	1.39079	1.38980	1.38999	1920	0	8
2021.04.06	05:00:00	1.38998	1.39019	1.38899	1.38929	1731	0	7
2021.04.06	06:00:00	1.38928	1.38960	1.38889	1.38921	1411	0	5
2021.04.06	07:00:00	1.38922	1.39073	1.38910	1.39053	1034	0	6
2021.04.06	08:00:00	1.39053	1.39182	1.39042	1.39151	1509	0	11
2021.04.06	09:00:00	1.39151	1.39176	1.38813	1.38863	3157	0	11
2021.04.06	10:00:00	1.38863	1.38863	1.38682	1.38800	3818	0	11
2021.04.06	11:00:00	1.38800	1.38800	1.38385	1.38539	5077	0	11
2021.04.06	12:00:00	1.38540	1.38586	1.38220	1.38300	4154	0	11
2021.04.06	13:00:00	1.38300	1.38393	1.38250	1.38327	2441	0	11
2021.04.06	14:00:00	1.38327	1.38368	1.38175	1.38252	2525	0	8
2021.04.06	15:00:00	1.38252	1.38543	1.38224	1.38396	3957	0	11
2021.04.06	16:00:00	1.38396	1.38585	1.38247	1.38436	4698	0	11
2021.04.06	17:00:00	1.38435	1.38656	1.38377	1.38594	4245	0	11
2021.04.06	18:00:00	1.38587	1.38587	1.38471	1.38475	2815	0	11
2021.04.06	19:00:00	1.38475	1.38489	1.38191	1.38214	2484	0	11
2021.04.06	20:00:00	1.38212	1.38237	1.38016	1.38156	2971	0	11
2021.04.06	21:00:00	1.38156	1.38267	1.38124	1.38227	2322	0	7
2021.04.06	22:00:00	1.38227	1.38305	1.38218	1.38291	2212	0	4
2021.04.06	23:00:00	1.38289	1.38336	1.38217	1.38221	1207	0	5
2021.04.07	00:00:00	1.38217	1.38241	1.38174	1.38214	579	0	22
2021.04.07	01:00:00	1.38214	1.38255	1.38201	1.38214	553	0	8
2021.04.07	02:00:00	1.38216	1.38307	1.38192	1.38294	589	0	5
2021.04.07	03:00:00	1.38295	1.38344	1.38235	1.38330	2316	0	7
2021.04.07	04:00:00	1.38331	1.38393	1.38272	1.38273	2303	0	11
2021.04.07	05:00:00	1.38273	1.38302	1.38193	1.38203	2225	0	11
