<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.01	00:00:00	1.17298	1.17308	1.17253	1.17274	746	0	1
2021.04.01	01:00:00	1.17274	1.17292	1.17211	1.17256	907	0	1
2021.04.01	02:00:00	1.17261	1.17278	1.17224	1.17272	745	0	1
2021.04.01	03:00:00	1.17273	1.17321	1.17215	1.17293	2345	0	1
2021.04.01	04:00:00	1.17296	1.17321	1.17273	1.17297	2007	0	1
2021.04.01	05:00:00	1.17300	1.17327	1.17215	1.17245	1880	0	1
2021.04.01	06:00:00	1.17245	1.17274	1.17234	1.17243	1331	0	1
2021.04.01	07:00:00	1.17243	1.17268	1.17144	1.17156	1682	0	1
2021.04.01	08:00:00	1.17156	1.17209	1.17137	1.17176	1544	0	1
2021.04.01	09:00:00	1.17172	1.17334	1.17124	1.17322	3393	0	1
2021.04.01	10:00:00	1.17323	1.17429	1.17210	1.17413	4326	0	1
2021.04.01	11:00:00	1.17411	1.17446	1.17272	1.17278	3627	0	1
2021.04.01	12:00:00	1.17278	1.17442	1.17244	1.17398	2797	0	1
2021.04.01	13:00:00	1.17399	1.17503	1.17354	1.17370	2596	0	1
2021.04.01	14:00:00	1.17370	1.17429	1.17330	1.17407	2962	0	1
2021.04.01	15:00:00	1.17412	1.17538	1.17400	1.17451	3709	0	1
2021.04.01	16:00:00	1.17451	1.17632	1.17450	1.17541	4480	0	1
2021.04.01	17:00:00	1.17536	1.17652	1.17387	1.17595	4832	0	1
2021.04.01	18:00:00	1.17595	1.17743	1.17555	1.17717	2900	0	1
2021.04.01	19:00:00	1.17719	1.17799	1.17690	1.17729	1564	0	1
2021.04.01	20:00:00	1.17729	1.17784	1.17711	1.17731	1143	0	1
2021.04.01	21:00:00	1.17731	1.17742	1.17665	1.17711	1054	0	1
2021.04.01	22:00:00	1.17711	1.17769	1.17686	1.17760	763	0	1
2021.04.01	23:00:00	1.17761	1.17779	1.17715	1.17759	748	0	1
2021.04.02	00:00:00	1.17760	1.17774	1.17737	1.17743	612	0	2
2021.04.02	01:00:00	1.17743	1.17824	1.17743	1.17800	593	0	3
2021.04.02	02:00:00	1.17800	1.17802	1.17754	1.17773	376	0	2
2021.04.02	03:00:00	1.17773	1.17838	1.17700	1.17714	954	0	1
2021.04.02	04:00:00	1.17713	1.17749	1.17692	1.17716	701	0	1
2021.04.02	05:00:00	1.17716	1.17781	1.17694	1.17780	806	0	2
2021.04.02	06:00:00	1.17780	1.17812	1.17763	1.17792	1377	0	1
2021.04.02	07:00:00	1.17791	1.17796	1.17757	1.17778	623	0	2
2021.04.02	08:00:00	1.17779	1.17803	1.17759	1.17775	432	0	0
2021.04.02	09:00:00	1.17775	1.17818	1.17744	1.17748	651	0	1
2021.04.02	10:00:00	1.17748	1.17801	1.17694	1.17775	1074	0	1
2021.04.02	11:00:00	1.17775	1.17864	1.17743	1.17817	903	0	1
2021.04.02	12:00:00	1.17817	1.17851	1.17784	1.17786	717	0	1
2021.04.02	13:00:00	1.17786	1.17811	1.17755	1.17777	530	0	1
2021.04.02	14:00:00	1.17778	1.17799	1.17719	1.17729	641	0	1
2021.04.02	15:00:00	1.17730	1.17860	1.17583	1.17684	2119	0	1
2021.04.02	16:00:00	1.17684	1.17690	1.17488	1.17674	1717	0	1
2021.04.02	17:00:00	1.17674	1.17677	1.17529	1.17574	974	0	1
2021.04.02	18:00:00	1.17575	1.17602	1.17544	1.17591	3931	0	2
2021.04.02	19:00:00	1.17590	1.17617	1.17563	1.17592	2195	0	5
2021.04.02	20:00:00	1.17593	1.17622	1.17588	1.17617	1368	0	8
2021.04.02	21:00:00	1.17619	1.17634	1.17601	1.17609	1425	0	6
2021.04.02	22:00:00	1.17609	1.17643	1.17599	1.17601	661	0	3
2021.04.02	23:00:00	1.17602	1.17638	1.17585	1.17608	595	0	6
2021.04.05	00:00:00	1.17543	1.17588	1.17511	1.17545	330	0	10
2021.04.05	01:00:00	1.17547	1.17668	1.17541	1.17621	2424	0	1
2021.04.05	02:00:00	1.17623	1.17677	1.17580	1.17676	1167	0	1
2021.04.05	03:00:00	1.17675	1.17676	1.17615	1.17648	1364	0	1
2021.04.05	04:00:00	1.17648	1.17717	1.17640	1.17699	1068	0	1
2021.04.05	05:00:00	1.17699	1.17703	1.17657	1.17664	1115	0	1
2021.04.05	06:00:00	1.17664	1.17707	1.17649	1.17701	829	0	1
2021.04.05	07:00:00	1.17701	1.17706	1.17589	1.17589	709	0	1
2021.04.05	08:00:00	1.17589	1.17606	1.17479	1.17494	835	0	1
2021.04.05	09:00:00	1.17493	1.17538	1.17467	1.17488	1188	0	1
2021.04.05	10:00:00	1.17487	1.17529	1.17415	1.17428	1471	0	1
2021.04.05	11:00:00	1.17428	1.17571	1.17409	1.17473	1506	0	1
