<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.02	0.72064	0.72175	0.71639	0.71738	40354	45765150000	0
2017.01.03	0.71736	0.72407	0.71736	0.72164	117788	98709421000	0
2017.01.04	0.72137	0.72860	0.72133	0.72811	136493	109467935000	9
2017.01.05	0.72788	0.73564	0.72722	0.73338	169699	146032810000	0
2017.01.06	0.73329	0.73545	0.72880	0.72956	142881	124291019000	9
2017.01.09	0.72906	0.73733	0.72870	0.73530	116959	107516961000	0
2017.01.10	0.73518	0.73842	0.73306	0.73662	132362	119446797000	9
2017.01.11	0.73643	0.74712	0.73517	0.74407	172508	151600199000	0
2017.01.12	0.74377	0.75180	0.74294	0.74811	154644	139022358000	0
2017.01.13	0.74797	0.75080	0.74484	0.74808	135197	112693502000	0
2017.01.16	0.74816	0.75049	0.74577	0.74745	103662	88188383000	0
2017.01.17	0.74741	0.75680	0.74643	0.75642	164000	134188631000	9
2017.01.18	0.75624	0.75660	0.75022	0.75038	128515	115195975000	0
2017.01.19	0.75062	0.75738	0.74928	0.75598	160771	142187760000	0
2017.01.20	0.75583	0.75881	0.75171	0.75359	162071	142686971000	9
2017.01.23	0.75528	0.75888	0.75497	0.75822	140610	126807442000	0
2017.01.24	0.75823	0.76087	0.75529	0.75810	121143	106376268000	9
2017.01.25	0.75756	0.75978	0.75146	0.75696	139285	117590536000	0
2017.01.26	0.75703	0.75844	0.75212	0.75339	134541	116000804000	9
2017.01.27	0.75328	0.75725	0.75109	0.75443	128788	105844176000	0
2017.01.30	0.75548	0.75664	0.75275	0.75523	114611	107141237000	0
2017.01.31	0.75504	0.76051	0.75416	0.75824	130504	116527428000	0
2017.02.01	0.75855	0.75963	0.75506	0.75821	123040	117724599000	9
2017.02.02	0.75856	0.76956	0.75768	0.76563	121547	107844524000	0
2017.02.03	0.76563	0.76950	0.76186	0.76619	118758	106233631000	0
2017.02.06	0.76434	0.76826	0.76290	0.76575	108212	106170039000	9
2017.02.07	0.76561	0.76805	0.76051	0.76265	115181	104129287000	0
2017.02.08	0.76252	0.76653	0.76109	0.76431	115955	99710067000	0
2017.02.09	0.76433	0.76636	0.76100	0.76235	106397	91334531000	0
2017.02.10	0.76226	0.76883	0.76172	0.76659	103251	98773790000	0
2017.02.13	0.76766	0.76796	0.76303	0.76396	95976	95515995000	0
2017.02.14	0.76379	0.76959	0.76175	0.76613	114061	97244374000	9
2017.02.15	0.76602	0.77190	0.76365	0.77090	106688	97429559000	0
2017.02.16	0.77089	0.77316	0.76841	0.76925	117079	109992888000	0
2017.02.17	0.76924	0.77124	0.76452	0.76452	99464	93472588000	9
2017.02.20	0.76717	0.76898	0.76588	0.76864	74970	72554466000	0
2017.02.21	0.76856	0.76902	0.76491	0.76735	88026	84217963000	9
2017.02.22	0.76717	0.77144	0.76663	0.77017	95367	95694552000	9
2017.02.23	0.76994	0.77404	0.76646	0.77143	99329	95013484000	0
2017.02.24	0.77125	0.77200	0.76634	0.76634	84544	80847177000	0
2017.02.27	0.76780	0.77074	0.76622	0.76717	88759	88314407000	0
2017.02.28	0.76702	0.76944	0.76458	0.76559	92194	92351567000	0
2017.03.01	0.76545	0.76994	0.76360	0.76753	120442	109150868000	0
2017.03.02	0.76755	0.76816	0.75571	0.75709	96075	97082769000	0
2017.03.03	0.75700	0.75978	0.75424	0.75769	104467	102010509000	0
2017.03.06	0.75836	0.76091	0.75697	0.75785	86991	89613903000	9
2017.03.07	0.75769	0.76323	0.75725	0.75867	93127	91566385000	0
2017.03.08	0.75866	0.76084	0.75250	0.75257	104591	101297906000	9
2017.03.09	0.75255	0.75336	0.74906	0.75050	107766	96936452000	0
2017.03.10	0.75046	0.75565	0.74977	0.75404	109109	100023889000	9
2017.03.13	0.75455	0.75919	0.75334	0.75702	93949	88160748000	9
2017.03.14	0.75702	0.75792	0.75398	0.75592	90059	83645416000	0
2017.03.15	0.75592	0.77187	0.75547	0.77052	111147	95799674000	0
2017.03.16	0.77052	0.77173	0.76633	0.76805	115913	108558358000	0
2017.03.17	0.76802	0.77174	0.76628	0.77036	84304	77550132000	9
2017.03.20	0.76991	0.77476	0.76966	0.77287	83892	79024879000	9
2017.03.21	0.77287	0.77491	0.76822	0.76848	100329	91741535000	9
2017.03.22	0.76849	0.76888	0.76388	0.76742	106224	95754574000	9
2017.03.23	0.76740	0.76764	0.76219	0.76257	104117	96062466000	0
2017.03.24	0.76255	0.76400	0.76035	0.76215	93688	84155090000	9
2017.03.27	0.76310	0.76477	0.76077	0.76163	87345	81378337000	0
2017.03.28	0.76137	0.76541	0.75869	0.76336	84564	79090903000	0
2017.03.29	0.76311	0.76747	0.76287	0.76685	87459	84452312000	0
2017.03.30	0.76669	0.76791	0.76388	0.76389	89335	84535742000	0
