<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.01	00:00:00	1.38296	1.38325	1.38206	1.38261	925	0	12
2021.07.01	01:00:00	1.38257	1.38312	1.38238	1.38283	775	0	3
2021.07.01	02:00:00	1.38283	1.38337	1.38273	1.38283	600	0	0
2021.07.01	03:00:00	1.38281	1.38295	1.38120	1.38121	2584	0	0
2021.07.01	04:00:00	1.38134	1.38205	1.38107	1.38157	1905	0	0
2021.07.01	05:00:00	1.38157	1.38179	1.38125	1.38163	1430	0	0
2021.07.01	06:00:00	1.38163	1.38190	1.38124	1.38187	1523	0	0
2021.07.01	07:00:00	1.38186	1.38222	1.38173	1.38173	1202	0	0
2021.07.01	08:00:00	1.38173	1.38180	1.38068	1.38138	1586	0	0
2021.07.01	09:00:00	1.38138	1.38221	1.38053	1.38169	3835	0	0
2021.07.01	10:00:00	1.38168	1.38337	1.38145	1.38199	4877	0	0
2021.07.01	11:00:00	1.38200	1.38346	1.37744	1.37802	5003	0	0
2021.07.01	12:00:00	1.37802	1.37870	1.37733	1.37781	4250	0	0
2021.07.01	13:00:00	1.37781	1.37923	1.37649	1.37913	4370	0	0
2021.07.01	14:00:00	1.37913	1.38122	1.37884	1.38094	5043	0	0
2021.07.01	15:00:00	1.38094	1.38176	1.38041	1.38107	5150	0	0
2021.07.01	16:00:00	1.38107	1.38205	1.37981	1.38113	5859	0	0
2021.07.01	17:00:00	1.38111	1.38153	1.37768	1.37812	7350	0	0
2021.07.01	18:00:00	1.37808	1.37822	1.37627	1.37785	6289	0	0
2021.07.01	19:00:00	1.37785	1.37799	1.37613	1.37660	3675	0	0
2021.07.01	20:00:00	1.37660	1.37715	1.37612	1.37627	2662	0	0
2021.07.01	21:00:00	1.37627	1.37643	1.37547	1.37551	2808	0	0
2021.07.01	22:00:00	1.37551	1.37604	1.37529	1.37580	2646	0	0
2021.07.01	23:00:00	1.37579	1.37645	1.37548	1.37630	1693	0	0
2021.07.02	00:00:00	1.37603	1.37755	1.37541	1.37612	695	0	11
2021.07.02	01:00:00	1.37612	1.37619	1.37514	1.37599	659	0	7
2021.07.02	02:00:00	1.37604	1.37621	1.37572	1.37589	716	0	0
2021.07.02	03:00:00	1.37586	1.37727	1.37579	1.37608	2433	0	0
2021.07.02	04:00:00	1.37610	1.37663	1.37578	1.37630	2290	0	0
2021.07.02	05:00:00	1.37630	1.37692	1.37609	1.37686	1930	0	0
2021.07.02	06:00:00	1.37686	1.37703	1.37647	1.37679	2492	0	0
2021.07.02	07:00:00	1.37679	1.37762	1.37678	1.37709	1397	0	0
2021.07.02	08:00:00	1.37709	1.37740	1.37633	1.37673	1883	0	0
2021.07.02	09:00:00	1.37674	1.37675	1.37499	1.37540	3439	0	0
2021.07.02	10:00:00	1.37539	1.37610	1.37441	1.37602	5222	0	0
2021.07.02	11:00:00	1.37602	1.37671	1.37538	1.37547	4233	0	0
2021.07.02	12:00:00	1.37547	1.37620	1.37496	1.37497	3574	0	0
2021.07.02	13:00:00	1.37497	1.37505	1.37374	1.37397	3837	0	0
2021.07.02	14:00:00	1.37397	1.37570	1.37385	1.37415	3678	0	0
2021.07.02	15:00:00	1.37415	1.37872	1.37316	1.37801	10205	0	0
2021.07.02	16:00:00	1.37801	1.37911	1.37594	1.37783	8403	0	0
2021.07.02	17:00:00	1.37783	1.37866	1.37688	1.37816	6971	0	0
2021.07.02	18:00:00	1.37815	1.37967	1.37805	1.37927	5532	0	0
2021.07.02	19:00:00	1.37927	1.38050	1.37904	1.38044	3052	0	0
2021.07.02	20:00:00	1.38044	1.38296	1.37991	1.38291	3045	0	0
2021.07.02	21:00:00	1.38293	1.38445	1.38292	1.38360	2581	0	0
2021.07.02	22:00:00	1.38360	1.38387	1.38321	1.38352	1888	0	0
2021.07.02	23:00:00	1.38352	1.38377	1.38298	1.38325	1339	0	0
2021.07.05	00:00:00	1.38152	1.38384	1.38152	1.38307	419	0	50
2021.07.05	01:00:00	1.38307	1.38355	1.38256	1.38311	881	0	10
2021.07.05	02:00:00	1.38313	1.38342	1.38286	1.38314	660	0	0
2021.07.05	03:00:00	1.38313	1.38316	1.38174	1.38225	2545	0	0
